local,dia_semana,hora_dia,eventos_proximos,historico_ocorrencias_7d,iluminacao_ativa_pct,iluminacao_fonte,densidade_pessoas,acao_preventiva_necessaria
Praça Da Mentira,3,12,1,9,68.0,sintetica,23,1
Praça Pantanal,3,19,1,12,60.0,sintetica,29,1
Praça Cidade Do Porto,2,13,0,14,89.0,sintetica,29,0
Praça João Rique,3,17,0,6,39.0,sintetica,19,0
Praça Da Juventude,5,23,1,3,63.0,sintetica,93,0
Mariazinha,6,19,1,11,35.0,sintetica,71,1
Praça Quartel General,5,3,1,0,40.0,sintetica,28,0
Praça Da Rua Tristão Da Cunha,3,20,0,0,34.0,sintetica,28,0
Praça Fernando Galvão,2,17,0,3,58.0,sintetica,52,1
Praça Campo De Pelada Carlos Rios,4,6,0,3,61.0,sintetica,15,0
Praça Do Pirulito,3,14,0,5,80.0,sintetica,17,0
Praça Do Comar,3,20,1,6,23.0,sintetica,10,0
Praça Arquiteta Maria Lucia,3,5,1,8,43.0,sintetica,32,0
Praça Da Redenção,3,15,0,8,22.0,sintetica,49,0
Parque De Santana,2,19,0,9,20.0,sintetica,46,0
Praça Dezessete,4,23,0,11,32.0,sintetica,81,1
Praça A.B.C (Abc),4,7,0,14,73.0,sintetica,11,0
Praça Abelardo Baltar,0,20,0,11,59.0,sintetica,45,0
Jardim Do Forte,3,15,0,4,30.0,sintetica,11,0
Praça Da Rua José Fernandes Portugal,3,21,0,9,61.0,sintetica,24,0
Praça Dr Adolfo Cirne,0,15,0,10,23.0,sintetica,29,1
Praça Vereador Carlos Duarte,4,2,0,2,44.0,sintetica,51,0
Praça Via Mangue,1,16,1,2,55.0,sintetica,30,0
Campo Do Imperio,5,8,0,14,83.0,sintetica,39,1
Praça Da Avenida General San Martin,1,2,1,5,63.0,sintetica,33,0
Praça Joaquim Nabuco,4,19,0,0,59.0,sintetica,62,0
Praça Professora Antonia Galvão,6,6,0,6,64.0,sintetica,47,0
Praca Esmeralda,3,17,0,2,27.0,sintetica,31,0
Praça Das Lolitas,1,11,0,4,54.0,sintetica,38,0
Praça Rio Branco,2,18,0,6,63.0,sintetica,23,0
Praça Alberto Pinto,2,15,0,6,37.0,sintetica,14,0
Praça Carmela Dutra/Ipiranga,0,21,0,8,66.0,sintetica,33,0
Eudoro Correia,4,23,0,0,44.0,sintetica,94,1
Praça Santos Dumont,4,16,0,2,60.0,sintetica,11,0
Praça Agamenon Magalhães,1,19,0,8,24.0,sintetica,55,0
Praça Batista Da Silva,3,14,0,7,83.0,sintetica,54,0
Macaxeira,4,0,0,1,81.0,sintetica,43,0
Praça Profeta Joseph Smith,1,1,0,7,91.0,sintetica,32,0
Praça Do Salgueiro,1,7,0,7,22.0,sintetica,50,0
Praça Campo De Pelada Carlos Rios,5,21,1,1,56.0,sintetica,80,1
Praça José Da Mota Silveira,5,1,0,7,60.0,sintetica,24,0
Praça Agamenon Magalhães,4,18,1,2,39.0,sintetica,93,1
Praça Brasilit,1,8,0,6,86.0,sintetica,21,0
Praça Da  Singapura,0,8,0,12,59.0,sintetica,47,0
Praça Othon Bezerra De Melo,0,12,0,8,96.0,sintetica,26,0
Praça Maria Vitalina Gonçalves Da Rocha,5,5,0,3,27.0,sintetica,47,0
Praça Farias Neves,4,14,1,14,24.0,sintetica,36,1
Praça Robert Kennedy/Da Juventude,3,18,1,10,44.0,sintetica,28,0
Praça Do Berardo,6,20,0,5,58.0,sintetica,80,1
Praça Professor Agamenon Magalhães,0,14,1,8,56.0,sintetica,57,0
Praça Da Rua Pinheiro Machado,0,17,0,10,24.0,sintetica,30,0
Parque Do Jiquiá,5,6,0,10,27.0,sintetica,49,0
Praça São Braz,5,10,0,4,23.0,sintetica,33,0
Praça Professor Jeronimo Gueiros,4,7,1,11,60.0,sintetica,33,0
Praça Infantil John F. Kennedy,5,5,0,0,79.0,sintetica,28,0
Arlindo Gouveia,2,7,1,2,73.0,sintetica,40,0
Tertuliano Feitosa,6,1,0,10,41.0,sintetica,49,0
Praça Clotilde Machado,1,18,0,14,97.0,sintetica,29,0
Parque Do Forte Do Arraial Novo Do Bom Jesus,0,15,0,8,38.0,sintetica,24,0
Praça Professor Abdgar Soriano,2,6,0,2,96.0,sintetica,49,0
Praça Santos Dumont,3,9,0,10,87.0,sintetica,44,0
Campo Do Imperio,2,11,0,10,52.0,sintetica,57,0
Praça Do Berardo,4,16,1,9,41.0,sintetica,44,1
Praça Queira Deus,3,6,0,1,84.0,sintetica,42,0
Praça Helton Fraga,3,21,0,3,30.0,sintetica,49,0
Praça Dr José Vilela,5,7,1,4,35.0,sintetica,50,0
Praça Eduardo Cardoso/Gregório Albuquerque,2,6,0,6,87.0,sintetica,53,0
Praça Do Lixo Ao Luxo,4,3,0,6,63.0,sintetica,27,0
Praça Doutor Pádua Walfrido,0,2,0,8,28.0,sintetica,26,0
Praça  Da Entrada Da Ur 2,6,18,0,12,91.0,sintetica,66,0
Praça Da Vila Teimosinho,5,14,0,7,97.0,sintetica,29,0
Praça Salgueiro,2,3,1,12,98.0,sintetica,20,1
Praça Pedro Brandão,0,8,0,14,81.0,sintetica,39,0
Praça Do Quinze,2,12,0,1,34.0,sintetica,36,0
Andresa Carla Gomes Do Nascimento,5,17,0,11,25.0,sintetica,48,0
Praça Pantanal,0,20,0,7,20.0,sintetica,23,0
Praça Engenho Poeta/Do Rotary,5,15,0,7,39.0,sintetica,51,0
Largo Do Holandes,2,0,0,4,55.0,sintetica,24,0
Praça Thyago Fausto,3,3,0,14,21.0,sintetica,21,0
Praça Vinte De Julho,6,17,1,12,89.0,sintetica,29,1
Campo Do 15,1,7,0,2,21.0,sintetica,26,0
Praça Sena Vila Cardeal E Silva - Areias,6,19,0,8,22.0,sintetica,81,1
Praça Maria Vitalina Gonçalves Da Rocha,3,15,0,11,26.0,sintetica,35,0
Praça Da Esperança,5,20,0,6,83.0,sintetica,89,0
Praça Campo Do Lagoão,6,10,1,0,60.0,sintetica,34,0
Amante  Das Flores,5,19,0,7,73.0,sintetica,87,0
Praça Da Rua Clotilde De Machado I E Ii,5,20,0,9,60.0,sintetica,66,0
Praça Da Avenida Maurício De Nassau,0,20,0,12,24.0,sintetica,34,0
Praça Getulio Vargas,4,20,0,4,82.0,sintetica,87,0
Praça Do Lixo Ao Luxo,5,18,0,5,20.0,sintetica,94,1
Praça General Euler Bentes/Da Sudene,6,22,0,8,44.0,sintetica,92,1
Praça Zumbi Dos Palmares,6,18,1,9,65.0,sintetica,66,1
Praça Da Rua Abc,6,17,0,14,34.0,sintetica,29,0
Praça Academia Da Saúde Alto Da Conquista,3,18,0,13,88.0,sintetica,25,0
Praça Dr Fernando Figueira,1,10,0,7,36.0,sintetica,34,0
Praça Simão Borba,5,2,0,13,40.0,sintetica,36,0
Praça Do Bueirão,5,7,0,10,72.0,sintetica,27,0
Praça Adalberto Aguiar,5,19,0,13,74.0,sintetica,88,0
Praça Largo Dona Regina,0,18,0,13,29.0,sintetica,59,0
Praça Isabel Cabral,5,9,1,2,76.0,sintetica,39,0
Praça Da Rua Abc,3,15,0,12,84.0,sintetica,10,0
Praça Professor Jeronimo Gueiros,2,4,1,4,56.0,sintetica,13,0
Praça Noel Rodrigues,4,19,0,3,26.0,sintetica,94,1
Praça Quitéria,6,8,0,13,95.0,sintetica,16,0
Praça Da Guabiraba,5,7,0,0,59.0,sintetica,39,0
Praça Do Jacaré,0,10,0,4,69.0,sintetica,35,0
Praça Centro Campo Grande,3,15,0,9,20.0,sintetica,10,0
Praça Noel Rodrigues,5,6,0,6,39.0,sintetica,38,0
Praça Dom Helder,0,14,0,0,50.0,sintetica,34,0
Praça De Frente A Chesf,2,23,1,3,87.0,sintetica,49,0
Praça De Campo Grande,1,20,0,5,31.0,sintetica,35,0
Praça Professor Agamenon Magalhães,5,19,0,10,41.0,sintetica,81,1
Praça Da Rua 03,3,22,1,11,20.0,sintetica,40,1
Praça Do Ipê,0,16,0,8,20.0,sintetica,17,0
Pra Eudora,0,5,0,10,22.0,sintetica,14,0
Praça Das Flores,5,14,0,7,95.0,sintetica,10,0
Praça Nova Esperança,0,7,0,1,40.0,sintetica,24,1
Praça De Apipucos,1,6,0,10,32.0,sintetica,45,0
Praça Joaquim Nabuco,0,1,0,2,80.0,sintetica,16,1
Praça Do Anfiteatro,6,12,1,9,32.0,sintetica,55,1
Praça Dr Lula Cabral De Melo,4,22,0,12,52.0,sintetica,69,0
Praça Conselheiro João Alfredo,6,5,0,4,25.0,sintetica,36,0
Praça Academia Da Saúde Alto Da Conquista,4,4,0,10,44.0,sintetica,44,0
Praca Mauriceia,0,19,0,6,42.0,sintetica,36,0
Praça Compositor Antônio Maria,5,0,1,2,45.0,sintetica,29,0
Praça Do Largo Da Ponte Do Motocolombo,4,17,0,11,23.0,sintetica,27,0
Praça Desenhista Eulino Santos,3,14,0,6,54.0,sintetica,49,0
Praça Dom Miguel Valverde,4,22,0,4,94.0,sintetica,63,0
Praça Jornalista Otávio Sarmento Cardoso/Coliseu,6,9,0,9,44.0,sintetica,39,0
Praça Ministro João Gonçalves De Souza,0,2,0,5,39.0,sintetica,47,0
Praça Abelardo Rijo,5,4,0,5,20.0,sintetica,39,0
"Praça. Ur 04 Ibura  , Junto Da Capela Nossa Senhora Aparecida Ur 4 Terminal",2,23,0,10,87.0,sintetica,16,0
Praça Padre Romano Zuferey,5,12,0,10,42.0,sintetica,48,0
Praça Presidente Kennedy,5,7,0,13,41.0,sintetica,22,0
Praça Gildo Macedo Lacerda,5,21,0,11,81.0,sintetica,93,0
Praça Rita Coelho Em Cavaleiro,3,20,0,3,20.0,sintetica,49,0
Largo Dom Luiz,1,1,1,11,78.0,sintetica,39,1
Praça Professor Fleming,6,8,0,7,87.0,sintetica,39,0
Praça Professor Abdgar Soriano,0,16,1,8,38.0,sintetica,32,0
Praça Jockey Clube,1,17,0,1,49.0,sintetica,54,0
Praça André Antunes,2,12,0,8,20.0,sintetica,33,0
Praça Visconde De Mauá,1,0,0,10,67.0,sintetica,29,0
Praça Da Morena,0,11,0,11,38.0,sintetica,37,0
Pra Eudora,6,19,0,3,71.0,sintetica,92,0
Fabiano Da Jora,6,19,0,5,41.0,sintetica,83,1
Praça Dr Adolfo Cirne,0,20,0,13,69.0,sintetica,22,0
Praça Memorial Arco Verde,2,4,0,6,85.0,sintetica,25,0
Praça Da Amizade,0,7,0,3,25.0,sintetica,24,0
Praça Da Avenida Senador Robert Kennedy,2,14,0,7,83.0,sintetica,20,0
Praça Da Rua Tristão Da Cunha,2,2,0,12,40.0,sintetica,21,0
Praça Cais Edgar Amorim,0,5,0,13,38.0,sintetica,31,0
Av Manoel Gonsalves Da Luz,4,12,0,9,56.0,sintetica,34,0
Praça Gonçalo Leitão,6,11,0,7,82.0,sintetica,12,0
Praça Professor Jeronimo Gueiros,2,18,0,0,48.0,sintetica,33,0
Praça Doutor Alberto Wanderley,0,17,0,7,79.0,sintetica,34,0
Praça Augusto Rodrigues,4,23,0,9,53.0,sintetica,85,1
Praça Doutor Júlio Campelo,6,0,0,13,20.0,sintetica,37,0
Nossa Senhora De Lourdes,2,6,1,11,67.0,sintetica,55,1
Praça Da Rua Cordislândia,6,11,0,2,40.0,sintetica,39,0
Praça Do Bongi,4,9,1,4,53.0,sintetica,16,0
Praça André Antunes,6,11,0,13,45.0,sintetica,20,0
Praça Arari Ferreira Fonseca,3,10,1,9,55.0,sintetica,19,1
Praça Heiji Gemba,5,3,1,7,42.0,sintetica,12,0
Praça Beatriz Pereira Carneiro,3,18,0,10,66.0,sintetica,28,0
Praça Jornalista Francisco Pessoa De Queiroz,4,5,0,5,95.0,sintetica,11,0
Praça Geraldo Vilas Boas,2,8,0,3,63.0,sintetica,26,0
Praça Alto Jose Do Pinho,0,19,0,14,39.0,sintetica,38,0
Praça Barão Da Soledade,1,9,1,3,46.0,sintetica,11,0
Praça Professor Barreto Campello,0,4,1,11,80.0,sintetica,25,1
Praça Barão Da Soledade,6,12,0,3,56.0,sintetica,58,0
Praça Jules Rimet,1,8,1,5,71.0,sintetica,19,0
José Vilela,1,1,1,6,94.0,sintetica,13,0
Praça Do Finado Leiteiro,6,17,0,12,81.0,sintetica,52,0
Praça Aúreo Xavier,6,20,0,4,85.0,sintetica,90,0
Praça Torreão,2,0,0,9,43.0,sintetica,58,0
Praça Ana Lima Brandão,4,23,0,13,99.0,sintetica,63,0
Praça Márcio Codonga,0,20,0,7,31.0,sintetica,21,0
Praça Elvira Andrade De Souza,4,11,0,6,35.0,sintetica,30,0
Praça  Dos Brôtos,3,9,0,7,55.0,sintetica,51,0
Praça Josen Demery Carneiro,2,1,0,14,21.0,sintetica,25,0
Praça Alberto Pinto,2,8,1,3,81.0,sintetica,45,0
Praça Monsenhor Arruda Camara,3,1,0,7,83.0,sintetica,44,0
Quatro De Outubro,0,22,0,12,48.0,sintetica,18,0
Praça Das Criancas,5,23,1,5,93.0,sintetica,79,0
Praça São Benedito Pereira Dos Santos,3,21,0,2,50.0,sintetica,53,0
Praça Amaro Albino Pimentel,0,13,0,12,34.0,sintetica,10,0
Pracinha Da Estação Do Barro,1,10,0,7,74.0,sintetica,23,0
Praça Professor Paulo Silveira Do Nascimento,6,22,0,12,52.0,sintetica,98,1
Praça Da Rua Cordislândia,2,10,1,6,71.0,sintetica,19,0
Praça Professor Fleming,0,16,0,9,39.0,sintetica,27,0
José Mora De Silveira,4,3,0,4,92.0,sintetica,54,0
Praça Noel Rodrigues,6,12,0,10,57.0,sintetica,18,0
Praça Joaquim Cardoso/Da Biblioteca,4,6,1,3,22.0,sintetica,36,0
Praça José Da Mota Silveira,6,15,0,0,73.0,sintetica,28,0
Praça Antonio Bezerra Pontes,2,0,1,9,85.0,sintetica,45,1
Praça Maria Da Conceição,3,12,0,2,37.0,sintetica,12,1
Thays Lucena,5,0,1,1,26.0,sintetica,47,0
Praça Da Paz,3,10,0,7,54.0,sintetica,18,0
Praça Amaro Lopes/Da Fumaça,0,5,0,13,99.0,sintetica,19,0
Praça Jacarezinho,3,19,0,7,79.0,sintetica,18,1
Parque De Santana,2,2,1,11,43.0,sintetica,26,1
Praça Da Rua Elza Leal Wanderley,0,11,0,4,58.0,sintetica,51,0
Thomaz Lobo,1,4,1,13,31.0,sintetica,47,1
Praça Da Madalena,3,8,0,4,72.0,sintetica,57,0
Praça Luiz Inácio Pessoa De Mello,3,11,0,14,83.0,sintetica,58,0
Praca Arlindo Araujo Filho,5,9,0,10,23.0,sintetica,52,0
Praça Dom Helder,0,18,0,3,24.0,sintetica,29,0
Praça Souto Filho,4,4,0,0,35.0,sintetica,16,0
Praça Maria Da Conceição,3,4,0,0,46.0,sintetica,13,0
Praça André Negromonte,2,8,0,12,23.0,sintetica,19,0
Praça Da Rua Arquiteto Luiz Nunes,3,19,1,5,91.0,sintetica,30,0
Praça Da Rua João Rique. Iputinga Recife,5,16,0,14,67.0,sintetica,23,0
Praça Professor Coelho De Almeida,1,9,0,3,27.0,sintetica,34,0
Praça Professora Antonia Galvão,5,20,1,3,65.0,sintetica,74,0
Praça Sebastião Malta,3,0,0,2,63.0,sintetica,37,0
Praça Luiz Americo Willians,4,21,0,13,86.0,sintetica,64,0
Praça Da Rua Tristão Da Cunha,6,15,0,8,71.0,sintetica,22,0
Praça Via Mangue,3,14,0,2,53.0,sintetica,43,0
Nossa Senhora De Lourdes,0,22,0,7,81.0,sintetica,50,0
Praça Mano Teodósio,3,16,0,1,40.0,sintetica,12,0
Praça Nova Esperança,4,19,1,3,43.0,sintetica,83,0
Praça Governador Paulo Guerra,0,12,0,0,63.0,sintetica,53,0
Glaucineide Ferraz Da Silva,2,0,0,10,60.0,sintetica,24,0
Praça Da Rua Tristão Da Cunha,0,7,0,4,48.0,sintetica,29,0
Praça Marcelino Champagnat,5,4,0,1,25.0,sintetica,17,0
Eudoro Correia,1,5,0,10,75.0,sintetica,59,0
Praça Da Rua Rosa M. De Melo,5,22,1,12,33.0,sintetica,64,1
Praça Virgilio De Oliveira,6,19,0,0,69.0,sintetica,95,0
Praça Aleixo De Oliveira,0,13,1,0,97.0,sintetica,37,0
Praça Da Rua Cordislândia,2,21,0,1,71.0,sintetica,31,0
Praça Tertuliano Feitosa,3,22,0,4,96.0,sintetica,18,0
Espaço Colaborativo,0,10,0,11,20.0,sintetica,37,1
Praça Jacarezinho,5,5,0,14,31.0,sintetica,55,0
Praça Encanamento,0,10,0,14,43.0,sintetica,10,0
Praça  Marciel Pinheiro,0,12,1,8,56.0,sintetica,45,0
Barreirão,0,11,0,5,89.0,sintetica,58,0
Vila Dos Bancários,2,21,0,11,95.0,sintetica,51,0
Praça Do Terminal,4,1,1,3,22.0,sintetica,11,0
Praça Do Fundão,4,20,0,14,46.0,sintetica,60,0
Praça Do Caiara,0,2,0,2,72.0,sintetica,35,0
Praça Eça De Queiroz,2,22,0,7,36.0,sintetica,40,0
Praça Da Comunidade,2,3,0,2,34.0,sintetica,50,0
Travessa Tiradentes,6,16,1,0,58.0,sintetica,28,0
Praça Da Igreja Nossa Senhora De Fatima,0,21,0,3,23.0,sintetica,40,0
Praça Zumbi Dos Palmares,5,5,1,10,36.0,sintetica,18,1
Praça Clotilde Machado,5,6,0,12,30.0,sintetica,12,0
Praça Da Alegria,1,14,0,4,31.0,sintetica,47,0
Praça Dom Vital,0,10,0,4,51.0,sintetica,15,1
Praca Esmeralda,1,23,1,4,46.0,sintetica,58,0
Thomaz Lobo,5,2,0,7,63.0,sintetica,54,0
Praça Da Gaia,5,5,0,7,62.0,sintetica,54,0
15 De Setembro,0,1,0,11,68.0,sintetica,16,0
Praça Faca Cega,1,13,0,12,92.0,sintetica,50,0
Praça Ascenço Ferreira,1,8,0,3,62.0,sintetica,34,0
Praça Da Rua 03,0,17,0,14,22.0,sintetica,34,1
Parque Treze De Maio,6,18,1,8,48.0,sintetica,72,0
Praça Noel Rodrigues,1,11,0,0,54.0,sintetica,10,0
Praça Da Independência,6,12,0,4,67.0,sintetica,31,0
Praça Salgueiro,3,11,0,4,93.0,sintetica,29,0
Praça De Apipucos,5,11,0,4,58.0,sintetica,22,0
Praça Campo Do Lagoão,4,17,1,7,43.0,sintetica,49,0
Praça Desenhista Eulino Santos,6,8,0,8,39.0,sintetica,30,0
Praça Professora Antonia Galvão,6,16,0,2,34.0,sintetica,32,0
Praça Parque Amorim,6,20,0,8,95.0,sintetica,87,0
Praça Brasilit,2,15,1,12,37.0,sintetica,42,1
Praça Campo Do Lagoão,1,16,1,10,79.0,sintetica,18,1
Praça Pinto Damaso,1,20,0,7,60.0,sintetica,38,0
Praça Alberto Pinto,2,23,0,2,88.0,sintetica,41,0
Praça Da Rua Itacambira,1,7,0,1,94.0,sintetica,20,0
Praça Da Criança Alexandra Vilma Dias,2,10,0,14,30.0,sintetica,45,0
Praça Da Rua Riacho Doce,6,23,0,3,75.0,sintetica,78,0
Praça Esperança,0,1,0,14,37.0,sintetica,57,0
Praça José Bonifácio,3,7,0,12,31.0,sintetica,40,0
Praça Jornalista Otávio Sarmento Cardoso/Coliseu,6,11,0,11,35.0,sintetica,23,0
Praça Rafael De Oliveira Alves,3,20,0,1,46.0,sintetica,59,0
Praça Largo Dona Regina,5,0,0,3,36.0,sintetica,34,0
Praça Doutor Júlio Campelo,6,22,0,4,50.0,sintetica,72,0
Praça Chico Science,4,12,0,1,54.0,sintetica,31,0
Bruno Soares Claudina Da Silva,1,21,0,11,46.0,sintetica,18,0
Praça Lins Do Rego/Dos Brotos,4,20,0,7,51.0,sintetica,63,0
General Carlos Pinto,0,16,0,0,36.0,sintetica,32,0
Praça Cosme Viana,3,13,0,2,30.0,sintetica,44,0
Praça Zumbi Dos Palmares,6,13,0,6,20.0,sintetica,29,0
Praça De Nova Morada,0,15,1,9,68.0,sintetica,42,1
Pracinha Da Estação Do Barro,0,16,0,0,60.0,sintetica,44,0
Praça Av Do Forte,1,5,0,12,39.0,sintetica,55,0
Praça Da Avenida Maurício De Nassau,0,6,0,10,90.0,sintetica,39,0
Praça Alto Jose Do Pinho,6,0,0,14,56.0,sintetica,55,0
Praça Fleming,6,14,0,1,35.0,sintetica,39,0
Praça Visconde De Mauá,3,19,0,2,58.0,sintetica,31,0
Praça Angélica,6,20,1,13,64.0,sintetica,72,1
Praça Jenner De Souza,4,17,0,13,83.0,sintetica,10,0
Praça Da Comunidade,3,12,0,1,66.0,sintetica,24,0
Praça Joaquim Cavalcante,1,23,0,1,42.0,sintetica,34,0
Praça Silva Jardim,3,1,0,11,51.0,sintetica,29,0
Arlindo Gouveia,2,18,0,10,68.0,sintetica,16,0
Praça Da Morena,4,14,0,5,38.0,sintetica,25,0
Praça Da República,2,11,0,6,97.0,sintetica,32,0
Praca Da Ur6,2,14,0,5,86.0,sintetica,30,0
Quatro De Outubro,5,17,0,10,58.0,sintetica,10,0
Praça Monteiro Lobato,6,13,0,5,79.0,sintetica,56,0
Praça Da Juventude,1,5,0,14,30.0,sintetica,29,0
Praça Da Rua Joaquim De Brito,0,11,0,8,68.0,sintetica,56,0
Praça Alfredo Ozório,2,19,1,7,34.0,sintetica,28,0
Praça Marcelino Champagnat,3,22,0,13,80.0,sintetica,15,0
Praça Da Quadra,0,5,1,7,62.0,sintetica,47,0
Praça Da Rua Guarabira,3,8,0,5,34.0,sintetica,41,0
Praça Da Gaia,3,3,1,4,98.0,sintetica,10,0
Praça Da Comunidade,0,16,0,8,98.0,sintetica,39,0
Vila Do Moinho,0,1,1,11,92.0,sintetica,25,1
Praça Da Rua Solanea,6,15,0,1,24.0,sintetica,36,0
Praça Adalberto Aguiar,3,23,0,6,48.0,sintetica,27,1
Praça Jardim Uchôa,1,13,0,5,81.0,sintetica,22,0
Praça Torreão,6,7,0,6,79.0,sintetica,53,0
Praça Da Redenção,4,13,0,11,88.0,sintetica,59,0
Praça Infantil John F. Kennedy,5,1,0,3,41.0,sintetica,37,0
Praça Da Avenida General San Martin,4,15,0,8,32.0,sintetica,19,0
Praça Fleming,1,3,0,6,69.0,sintetica,23,0
Largo Visconde De Mauá,6,0,0,1,66.0,sintetica,38,0
Parque Sítio Da Trindade/Arraial V. Do Bom Jesus,5,22,0,12,48.0,sintetica,88,1
Praça Do Jordão,6,19,0,3,99.0,sintetica,68,1
Praça Robert Kennedy / Da Juventude,0,13,1,4,36.0,sintetica,36,0
Praça Da Rua José Rodrigues,5,7,1,1,39.0,sintetica,53,1
Academia Da Cidade,3,2,1,9,97.0,sintetica,26,1
Praça Quitéria,4,4,1,7,25.0,sintetica,12,0
Arnaldo Assunção,5,5,0,0,41.0,sintetica,40,0
Parque Treze De Maio,3,21,1,14,28.0,sintetica,30,1
Praça Monsenhor Arruda Camara,6,7,0,2,51.0,sintetica,42,0
Praça Sargento Max Wolf Filho,1,5,0,14,52.0,sintetica,10,0
Nossa Senhora De Lourdes,5,5,1,13,96.0,sintetica,15,1
Praça Da Rua 03,3,3,0,0,89.0,sintetica,13,0
Praça Flor De Cheiro,6,6,0,14,68.0,sintetica,31,0
Praça Do Lixo Ao Luxo,6,23,0,4,49.0,sintetica,91,1
Praça Da Rua Jatobá,6,18,0,7,35.0,sintetica,95,1
Praça Professor Doutor Antônio Figueira,1,6,0,6,84.0,sintetica,39,0
Avenida Sul,0,2,0,8,33.0,sintetica,49,0
Barreirão,1,7,0,1,75.0,sintetica,35,0
Praça Do Salgueiro,1,0,0,11,56.0,sintetica,48,0
Praça Do Comar,4,0,0,7,68.0,sintetica,48,0
Praça Da Rua Itacambira,6,13,0,7,97.0,sintetica,16,0
Praça Visconde De Mauá,3,5,1,13,69.0,sintetica,23,1
Praça Ministro João Gonçalves De Souza,5,9,0,5,55.0,sintetica,35,0
Praça Phaelante Da Câmara,4,13,1,2,71.0,sintetica,27,0
Praça Mercia De Albuquerque,6,3,0,1,42.0,sintetica,33,0
Praça Circular Do Alto Jordão,2,5,0,13,85.0,sintetica,34,0
Praça Via Mangue,1,15,0,7,90.0,sintetica,59,0
Praça Da Rua Cordislândia,2,20,0,5,64.0,sintetica,41,0
Praça  Dos Brôtos,6,0,0,3,47.0,sintetica,15,0
Praça Do Alto Da Serrinha,4,5,0,4,39.0,sintetica,25,0
Praça Conselheiro João Alfredo,3,8,0,4,68.0,sintetica,12,0
Praça Almirante Do Forte,4,14,0,12,76.0,sintetica,30,0
Praça Da Mauricéia,3,11,0,8,78.0,sintetica,41,0
Praça Fernando Galvão,3,2,1,12,45.0,sintetica,11,1
Praça Desenhista Eulino Santos,6,10,0,12,38.0,sintetica,56,0
Praça Josenildo Lins,0,14,0,8,32.0,sintetica,29,0
Thays Lucena,6,2,0,7,93.0,sintetica,20,0
Praça Beatriz Pereira Carneiro,1,13,0,7,81.0,sintetica,27,0
Praça Professor Abdgar Soriano,4,1,1,11,33.0,sintetica,20,1
Praça Phaelante Da Câmara,3,3,1,1,92.0,sintetica,44,0
Praça João Vinte E Três,6,18,0,13,30.0,sintetica,89,0
Praça Memorial Arco Verde,6,11,0,2,86.0,sintetica,47,0
Superintendente João Gonçalves De Souza,4,1,0,13,31.0,sintetica,21,0
Praça Astério Rufino Alves,4,16,0,7,54.0,sintetica,40,0
Praça Via Mangue,3,2,0,12,58.0,sintetica,45,0
Pracinha Da Estação Do Barro,5,9,1,4,51.0,sintetica,39,0
Praça Simão Borba,2,15,0,6,33.0,sintetica,53,0
Praça João Stanislau,1,21,0,13,84.0,sintetica,13,0
Praça Joaquim Cardoso/Da Biblioteca,1,8,0,7,46.0,sintetica,11,0
Praça Eça De Queiroz,5,10,1,5,79.0,sintetica,53,0
Praça Do Heróis Da Restauração,0,20,0,14,62.0,sintetica,22,0
Praça Da  Boa Viagem,5,14,0,4,84.0,sintetica,35,0
Praça Da Esperança,0,2,0,7,74.0,sintetica,38,0
Praça Souto Filho,0,15,0,0,54.0,sintetica,57,0
Praça Da Amizade,5,20,0,0,51.0,sintetica,86,1
Wilma Damasceno,1,20,0,0,38.0,sintetica,37,0
Sem Nome,2,20,0,2,58.0,sintetica,17,0
Praça Pedro Brandão,1,11,0,9,39.0,sintetica,14,0
Praça Márcio Alves,6,22,0,12,47.0,sintetica,69,0
Praça Sebastião Malta,1,4,0,11,22.0,sintetica,39,0
Praça Márcio Codonga,1,6,0,5,51.0,sintetica,23,0
Praça Rádio Jornal Do Comércio,5,8,0,5,77.0,sintetica,56,0
Praça Coronel Silva Torres,5,20,0,4,73.0,sintetica,62,0
Praça Da Igreja Nossa Senhora De Fatima,6,17,0,12,61.0,sintetica,19,0
Praça Rodrigo Cebola,6,20,0,12,34.0,sintetica,73,0
Praça Dos Pneus,5,7,1,13,81.0,sintetica,15,1
Praça Astério Rufino Alves,1,11,0,6,50.0,sintetica,25,0
Praca General Carlos Pinto,2,19,0,4,80.0,sintetica,35,0
Praça Do Ipê,0,1,0,13,45.0,sintetica,30,0
Praça Semente Do Amanhã,4,9,0,1,88.0,sintetica,45,0
Praça Rádio Jornal Do Comércio,0,18,0,3,76.0,sintetica,50,0
Praça Da Av. Do Forte,6,8,0,0,39.0,sintetica,51,0
Praça Maria Da Conceição,6,23,0,6,85.0,sintetica,97,0
General Carlos Pinto,0,7,0,3,40.0,sintetica,14,0
Praça Deputado Fabio Correa,4,23,1,12,79.0,sintetica,73,0
Praça Infantil John F. Kennedy,1,23,0,3,82.0,sintetica,57,0
Praca Da Ur6,2,23,0,12,70.0,sintetica,40,0
Praça Infantil John F. Kennedy,2,0,1,3,58.0,sintetica,20,0
Praça Desenhista Eulino Santos,0,5,0,2,30.0,sintetica,47,0
A Praça É Nossa,4,11,1,7,76.0,sintetica,16,0
Praça Eça De Queiroz,6,23,1,3,22.0,sintetica,60,0
Praça Da Rua 03,3,18,1,7,56.0,sintetica,54,0
Praça Aleixo De Oliveira,1,16,0,8,44.0,sintetica,58,0
